smiles,NP-KV_value,NP-KV,P-KV_value,P-KV,NP-VAN_value,NP-VAN,P-VAN_value,P-VAN,group,stratify_group
CCC(OC(=O)CCC(=O)Oc1ccccc1Cl)C(C)C,,0.0,,0.0,2093.0,1.0,,0.0,C_O,C_O
CC1(C)CC1,458.9,1.0,,0.0,,0.0,,0.0,unknown,unknown
CCCCCOC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)N(C)C(=O)OCCCCl,,0.0,,0.0,2584.0,1.0,,0.0,C_O,C_O
CCSSC(C)C,985.0,1.0,,0.0,,0.0,1319.0,1.0,unknown,unknown
CCCCCCCCCCCCCCCCOC(=O)CCC(=O)OCc1cc(F)c(F)c(F)c1,,0.0,,0.0,3050.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
Cc1cccc(C(=O)O[Si](C)(C)C(C)(C)C)c1,,0.0,,0.0,1587.0,1.0,,0.0,C_O,C_O
CCCCCCCCCN=C(O)c1cc(F)ccc1F,,0.0,,0.0,2065.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCC(Cl)CCCCCCCCCCC(=O)OC,2317.5,1.0,2767.5,1.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
C=C[Si](C)(OCC)O[Si](C)(C=C)OCCCCCCCCCCCC,,0.0,,0.0,1988.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(C)CCOCCOCCOCCOCCOCCO,,0.0,,0.0,2187.6,1.0,,0.0,ether,ether
O=C(Nc1ccc(Br)cc1)c1cc(F)cc(C(F)(F)F)c1,,0.0,,0.0,2210.0,1.0,,0.0,halogen,halogen
O=C(OCCCl)Oc1cc(F)cc(F)c1,,0.0,,0.0,1411.0,1.0,,0.0,halogen,halogen
CCCCCCCCCCCCN=C(O)c1cc(F)ccc1C(F)(F)F,,0.0,,0.0,2326.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC1CC(=O)CS1,,0.0,,0.0,991.6666666666666,1.0,,0.0,C_O,C_O
COC(=O)Nc1ccc(C)cc1,1422.0,1.0,,0.0,,0.0,,0.0,C_O,C_O
CC(=O)OCCCO,,0.0,,0.0,,0.0,1754.0,1.0,Al_OH,Al_OH
CCCCCCOC(=O)C(N=C(O)OCCC)C1CCCCC1,,0.0,,0.0,2217.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=CC(CC)C/C=C/CC,,0.0,,0.0,934.5,1.0,,0.0,allylic_oxid,allylic_oxid
CCCCC/C=C/CCOC(=O)CCC(=O)OCC(Cl)Cl,,0.0,,0.0,2189.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=C(C)CCOC(=O)CCCC(=O)OCCCC(C)C,,0.0,,0.0,1943.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCCCCCOC(=O)C(C)N(C)C(=O)OCCCCl,,0.0,,0.0,2868.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCCCCCCOC(=O)C(CC)(CC)C(=O)Oc1ccccc1CC,,0.0,,0.0,3127.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC1NC(C)SC(C)N1,,0.0,,0.0,1064.5,1.0,,0.0,NH1,NH1
CCCCCCCCCl,1052.5,1.0,1245.6666666666663,1.0,1051.6,1.0,1258.5,1.0,unbrch_alkane,unbrch_alkane
O=C(OCC(OC(=O)C(F)(F)F)C(COC(=O)C(F)(F)F)OC(=O)C(F)(F)F)C(F)(F)F,,0.0,,0.0,1009.4,1.0,,0.0,alkyl_halide,alkyl_halide
CC1SCSS1,,0.0,,0.0,1138.0,1.0,,0.0,sulfide,sulfide
CCCCCCCCCOC(=O)c1cccc(C(=O)OC(C)CCCCCC)n1,,0.0,,0.0,2815.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCC[C@@H]1CCC[C@@H]1C,904.925,1.0,,0.0,,0.0,,0.0,unknown,unknown
CCC(C)C(=O)OCCC(C)C,1089.3,1.0,,0.0,1095.3333333333333,1.0,1274.0,1.0,C_O,C_O
Cc1ccc(CC(=O)C=O)o1,,0.0,,0.0,,0.0,1847.0,1.0,C_O,C_O
CCc1ccc2c(c1)C=CC2,1203.6,1.0,,0.0,,0.0,,0.0,allylic_oxid,allylic_oxid
CCCCCCCCCCCCN=C(O)c1c(F)ccc(C)c1F,,0.0,,0.0,2578.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCOC(=O)CCCC(=O)OCC(C)CCOC,,0.0,,0.0,2277.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC1(C)CCC[C@]2(C)C1CC[C@]1(C)C[C@H]3CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]3CCC12,3430.0,1.0,,0.0,,0.0,,0.0,bicyclic,bicyclic
C#CC(C)OC(=O)CCCCCCCCC(=O)OCCC,,0.0,,0.0,2007.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCOC(=O)COCC(=O)OCCC(C)CCCC(C)C,,0.0,,0.0,2635.0,1.0,,0.0,ether,ether
CC(C)[C@@H](C)CC[C@H](C)[C@@H]1CC[C@@H]2[C@H]3CC=C4CC(O[Si](C)(C)C)CC[C@@]4(C)[C@@H]3CC[C@]21C,,0.0,,0.0,3249.5,1.0,,0.0,bicyclic,bicyclic
C[Si](C)(C)Oc1ccc(Cl)c(O[Si](C)(C)C)c1,,0.0,,0.0,1521.0,1.0,,0.0,benzene,benzene
CCCCCOC(=O)C1CCN(C(=O)CCCl)CC1,,0.0,,0.0,2199.0,1.0,,0.0,C_O,C_O
CCCCCCOC(=O)CCC(=O)OCc1cccc(Br)c1,,0.0,,0.0,2426.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCOC(=O)CI,1481.7,1.0,,0.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCCCCCOC(=O)CCCC(=O)Oc1cc(F)cc(F)c1,,0.0,,0.0,2930.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC/C=C/CCOC(=O)CCCC(=O)OCCCCCCCC,,0.0,,0.0,2287.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,,0.0,,0.0,2794.4,1.0,,0.0,Al_OH,Al_OH
Clc1ccc(N=CN2CCCCC2)cc1,2019.0,1.0,,0.0,,0.0,,0.0,NH0,NH0
C[Si](C)(C)OC(=O)c1ccccc1C(=O)OC1CCCCC1,,0.0,,0.0,2112.0,1.0,,0.0,C_O,C_O
CC/C=C\CCOC(=O)CCC(=O)OCCCCCCCCCCCCCC,,0.0,,0.0,2730.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCC(C)O[Si](CC)(CC)OCCCC,,0.0,,0.0,1774.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCOC(=O)CCC(=O)OC(c1ccccc1)C(F)(F)F,,0.0,,0.0,1623.0,1.0,,0.0,alkyl_halide,alkyl_halide
CCCCCCCCCCCCCOC(=O)C1CC=CCC1C(=O)OCCCCCCCCCCC,,0.0,,0.0,3462.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(C)OC(=O)CCCCC(=O)OC(C)C,,0.0,,0.0,1464.0,1.0,,0.0,C_O,C_O
CC(O)C(=O)CCc1ccccc1,,0.0,,0.0,1485.0,1.0,,0.0,Al_OH,Al_OH
O=C(OCc1cc(Cl)ccc1Cl)c1ccccc1C(=O)OCc1cc(Cl)ccc1Cl,,0.0,,0.0,3223.0,1.0,,0.0,halogen,halogen
CCCCOC(=O)CCCC(=O)OC(C)c1c(F)cccc1F,,0.0,,0.0,2077.0,1.0,,0.0,C_O,C_O
CCCCCC(C)OC(=O)CCC(=O)Oc1ccc(C#N)cc1,,0.0,,0.0,2415.0,1.0,,0.0,C_O,C_O
COC(=O)CCCCCCCCCC(=O)OC,1713.75,1.0,,0.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
CCC(CC)C(=O)Oc1ccc(-c2ccccc2)cc1,,0.0,,0.0,2183.0,1.0,,0.0,benzene,benzene
CCCCCCCOC(=O)C(CC)(CC)C(=O)Oc1ccc(OC)cc1,,0.0,,0.0,2461.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=C1CC[C@H](O)C2(C)CC=C(C(C)C)CC12,,0.0,,0.0,1670.0,1.0,2203.0,1.0,allylic_oxid,allylic_oxid
CCCCCCCCCCCCCCCCCCC(=O)OCC,2280.0,1.0,2556.2,1.0,2277.0,1.0,2553.0,1.0,unbrch_alkane,unbrch_alkane
C[Si](C)(C)OC(=O)/C=C(\CC(=O)O[Si](C)(C)C)C(=O)O[Si](C)(C)C,1754.0,1.0,,0.0,1752.0,1.0,,0.0,C_O,C_O
C1=C[C@@H]2CCC[C@@H]2C1,860.9166666666666,1.0,,0.0,,0.0,,0.0,allylic_oxid,allylic_oxid
CCCCOCC(C)OC(=O)C(F)(F)C(F)(F)F,,0.0,,0.0,994.0,1.0,,0.0,alkyl_halide,alkyl_halide
CCCc1ccccc1OC(=O)c1ccccc1F,,0.0,,0.0,1938.0,1.0,,0.0,benzene,benzene
Cc1ccc2nc(C)cc(C)c2c1,1532.0,1.0,2168.0,1.0,,0.0,,0.0,aryl_methyl,aryl_methyl
C=C(C(=O)OC)[C@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1,,0.0,,0.0,1755.0,1.0,2275.0,1.0,allylic_oxid,allylic_oxid
CC(C)CC(=O)OC(C)(C)C,912.0,1.0,1073.0,1.0,,0.0,,0.0,C_O,C_O
CCC#CCCCCCCC,1122.6666666666667,1.0,1298.0333333333333,1.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
O=C(OCCCl)OC1CCCCC1,,0.0,,0.0,1463.0,1.0,,0.0,ether,ether
O=c1c2c(nc3n1CCCCC3)CCCCC2,2162.0,1.0,,0.0,,0.0,,0.0,Ar_N,Ar_N
CCCCCCOC(=O)CCCC(=O)OCc1cccc(I)c1,,0.0,,0.0,2709.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=C(C)CCCCCCCCCCC(=C)C,1583.0,1.0,1706.0,1.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
C=CC(C)c1ccccc1,,0.0,,0.0,1114.8,1.0,,0.0,allylic_oxid,allylic_oxid
C[Si](C)(C)O[C@@H]1c2ccccc2-c2ccccc2[C@@H]1O[Si](C)(C)C,2015.0,1.0,,0.0,,0.0,,0.0,bicyclic,bicyclic
C=C[Si](C)(OCCCCCCC)O[Si](C)(C=C)OCC(C)CC(C)(C)C,,0.0,,0.0,1971.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC1CC(OC(=O)c2ccccc2O[Si](C)(C)C(C)(C)C)CC(C)(C)C1,,0.0,,0.0,2242.0,1.0,,0.0,C_O,C_O
O=C(/C=C/C(=O)Oc1cccc2ccccc12)Oc1ccccc1F,,0.0,,0.0,2718.0,1.0,,0.0,benzene,benzene
CCCCCCCCOC(=O)CCCC(=O)OC(C(C)C)C(C)C,,0.0,,0.0,2243.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCOC(=O)OCCC(C)C,,0.0,,0.0,1136.0,1.0,,0.0,ether,ether
CCCCCCCCCCCCCCCCOC(=O)CCCC(=O)OCc1ccc(OC(F)(F)F)cc1,,0.0,,0.0,3278.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
COc1cc(CCN=C(O)c2c(F)c(F)c(F)c(F)c2F)ccc1O[Si](C)(C)C,,0.0,,0.0,2126.0,1.0,,0.0,halogen,halogen
CCCn1cnc2c1c(=O)n(CCCCCCOC(=O)C(F)(F)F)c(=O)n2C,2445.0,1.0,,0.0,,0.0,,0.0,Ar_N,Ar_N
O=C(OC(=O)C(F)(F)F)c1ccc(SC(=O)C(F)(F)F)cc1,,0.0,,0.0,1342.0,1.0,,0.0,alkyl_halide,alkyl_halide
Clc1cc(Cl)c(Cl)c(-c2c(Cl)cccc2Cl)c1Cl,2065.0,1.0,,0.0,,0.0,,0.0,halogen,halogen
CSc1ccc(C(=O)OCc2cccc(Cl)c2)cc1,,0.0,,0.0,2513.0,1.0,,0.0,benzene,benzene
CCC(C)COCc1cc(I)cc(I)c1I,,0.0,,0.0,2559.0,1.0,,0.0,halogen,halogen
CCCCCCCCCCCCOC(=O)C(CC)(CC)C(=O)OCC(C)CCC,,0.0,,0.0,2455.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
Cc1cccc(N=CNc2cccc(Cl)c2)c1,2296.0,1.0,,0.0,,0.0,,0.0,benzene,benzene
CCCCCN(CCCCC)CCCCC,1427.0,1.0,,0.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCOC(=O)CCCCC(=O)OC(C(C)C)C(C)C,,0.0,,0.0,2098.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCC(Cl)CC,708.0,1.0,889.0,1.0,,0.0,,0.0,alkyl_halide,alkyl_halide
O=C(CCCC(=O)Oc1c(Cl)cc(Cl)cc1Cl)OCc1ccc(Cl)cc1,,0.0,,0.0,3098.0,1.0,,0.0,halogen,halogen
O=C(Oc1ccc(-c2ccccc2)cc1)c1cccc(Br)c1,,0.0,,0.0,2904.0,1.0,,0.0,benzene,benzene
Cc1ccc(C=Nc2ccccc2)cc1,1894.0,1.0,,0.0,,0.0,,0.0,benzene,benzene
CC(C)COC(=O)CCCc1ccccc1,,0.0,,0.0,1636.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)F,1859.0,1.0,1894.0,1.0,1818.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
Cc1ccccc1OC(=O)CCCCCC(=O)Oc1ccccc1C,,0.0,,0.0,2164.0,1.0,,0.0,C_O,C_O
CCCc1nc(C)cnc1C,,0.0,,0.0,1145.0,1.0,,0.0,aryl_methyl,aryl_methyl
CCCCCCCC(CCCCC)CCCCCCC,1773.0,1.0,,0.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
CC/C=C\CCOC(=O)CCC(=O)OCC/C=C\CC,,0.0,,0.0,1946.0,1.0,,0.0,C_O,C_O
CC(C)CCCC(C)CCOC(=O)CCCC(=O)OCC1CCCCC1,,0.0,,0.0,2561.0,1.0,,0.0,C_O,C_O
Cc1ccc(OCC2(CBr)COC2)cc1,1812.0,1.0,,0.0,,0.0,,0.0,ether,ether
CCCCCCCCCCCCOC(=O)C(CC)(CC)C(=O)Oc1ccc(Br)cc1OC,,0.0,,0.0,3130.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCC(CC)(C(=O)OCCCc1ccccc1)C(=O)OCC(C)C,,0.0,,0.0,2171.0,1.0,,0.0,C_O,C_O
OCCc1ccccc1,1093.7804545454544,1.0,1910.4285714285716,1.0,1102.0687188208617,1.0,1901.707857978279,1.0,Al_OH,Al_OH
Clc1cc2oc3cc(Cl)c(Cl)c(Cl)c3c2cc1Cl,,0.0,,0.0,2528.0,1.0,,0.0,halogen,halogen
CCCCCCCCC[C@H]1N=C(CC)[C@H](C)S1,,0.0,,0.0,1900.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
N=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,,0.0,,0.0,2452.0,1.0,,0.0,NH1,NH1
CCCCCCCOC(=O)CCCCCCCCC(=O)Oc1ccc(F)cc1Br,,0.0,,0.0,3075.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC/C=C\CCOC(=O)c1ccccc1C(=O)OCC(C)C,,0.0,,0.0,2110.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCCCCCOC(=O)C(C)(C)C(=O)Oc1c(F)cccc1Cl,,0.0,,0.0,2986.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C[Si](C)(C)OC(=O)CC1CCC(=O)O1,,0.0,,0.0,1492.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCCCCCCCCOC(=O)CCCC(=O)Oc1ccccc1F,,0.0,,0.0,3468.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCc1c(F)c(F)c(F)c(F)c1F,,0.0,,0.0,3604.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
Cc1ccc2c(C)c(C)c(C)c(C)c2c1,1864.0,1.0,,0.0,,0.0,,0.0,aryl_methyl,aryl_methyl
CCC(C)COC(=O)CCC(=O)Oc1ccccc1C,,0.0,,0.0,2037.0,1.0,,0.0,C_O,C_O
CC(C)CCCOC(=O)C(C)(C)C(=O)Oc1c(Cl)cc(Cl)cc1Cl,,0.0,,0.0,2318.0,1.0,,0.0,halogen,halogen
C=C(C)CCOC(=O)CCCCCCCCC(=O)OCC(C)C,,0.0,,0.0,2221.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=CCC1CCCC1,828.8,1.0,,0.0,,0.0,,0.0,allylic_oxid,allylic_oxid
CCOC(=O)CCCC(O)=NC1CCCc2ccccc21,,0.0,,0.0,2463.0,1.0,,0.0,Al_OH,Al_OH
CC/C=C/CCOC(=O)CCCCC(=O)OCCCCCCCCCCC,,0.0,,0.0,2626.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
Cc1ccc(C)c2c1CCCC2,,0.0,,0.0,1403.0,1.0,,0.0,aryl_methyl,aryl_methyl
CC/C=C\CCOC(=O)CCCCC(=O)OCCCCCCCCC,,0.0,,0.0,2440.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(C)C1CCC(C)C(O)C1,1205.0,1.0,,0.0,,0.0,,0.0,Al_OH,Al_OH
CCCCCCCCC/C=C/COC(=O)CCCC(=O)OCCCCCCCCC,,0.0,,0.0,2969.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCOC(=O)COCC(=O)OCC(C)CC(C)(C)C,,0.0,,0.0,2445.0,1.0,,0.0,ether,ether
CCCCCCCCCCCCCCN=C(O)c1c(F)cccc1C(F)(F)F,,0.0,,0.0,2594.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=CSC,608.0,1.0,,0.0,,0.0,,0.0,sulfide,sulfide
O=C(Oc1ccccc1)c1ccccc1O,,0.0,,0.0,1676.0,1.0,,0.0,benzene,benzene
CCCCCCC1CCC(=O)O1,1431.4,1.0,,0.0,1466.1322916666666,1.0,2132.677655677656,1.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCN=C(O)Cc1cccs1,,0.0,,0.0,2338.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
COCCC(C)CCOC(=O)CCCC(=O)OCC=C(C)C,,0.0,,0.0,2107.0,1.0,,0.0,ether,ether
CCCCCOC(=O)CCCC(=O)Oc1c(F)c(F)c(F)c(F)c1F,,0.0,,0.0,1898.0,1.0,,0.0,halogen,halogen
CCCCCOC(=O)CCCCCCCCC(=O)OCc1ccc2c(c1)OCO2,,0.0,,0.0,3011.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCCCCCCCCCN=C(O)c1cc(F)ccc1F,,0.0,,0.0,3007.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCOC(=O)Cc1ccc(Cl)cc1,,0.0,,0.0,2046.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCC(=O)Oc1ccc([N+](=O)[O-])cc1,,0.0,,0.0,2239.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCC(CCCCC(=O)OC)O[Si](C)(C)C(C)(C)C,,0.0,,0.0,2341.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C[Si](C)(C)OCCCO[Si](C)(C)C,,0.0,1050.0,1.0,,0.0,,0.0,unknown,unknown
O=C1C2CCCCN2C(=O)C2CCCCN12,,0.0,,0.0,2162.0,1.0,,0.0,C_O,C_O
CCCCCCCCC(C)O[Si](CC)(CC)OC(C)CCCCCCCC,,0.0,,0.0,2225.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(C)COC(O)=NCc1ccc(Cl)c(Cl)c1,,0.0,,0.0,2037.0,1.0,,0.0,halogen,halogen
CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)Oc1cc(Cl)c(Cl)cc1Cl,,0.0,,0.0,3534.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
Cc1cncc(-c2ccco2)n1,,0.0,,0.0,1381.0,1.0,,0.0,Ar_N,Ar_N
CCCCCCCCCCCCCCCCCCOC(=O)C(C)(C)C(=O)OCC(F)(F)C(F)(F)F,,0.0,,0.0,2458.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(C)COC(=O)c1ccccc1C(=O)Oc1c(F)c(F)c(F)c(F)c1F,,0.0,,0.0,2022.0,1.0,,0.0,halogen,halogen
CCCOC(=O)C1(N=C(O)OCC(Cl)(Cl)Cl)CCCC1,,0.0,,0.0,2040.0,1.0,,0.0,alkyl_halide,alkyl_halide
CCCCCCCCCCO,1262.3172294372291,1.0,1749.528042328042,1.0,1268.0355555555554,1.0,1752.5875555555554,1.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCCCCOC(=O)CCCC(=O)OCC(C)CC,,0.0,,0.0,2684.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCOC(=O)C(CC)(CC)C(=O)Oc1ccc(C(C)=O)cc1,,0.0,,0.0,2515.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)OC(CC)C(C)C,,0.0,,0.0,3229.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCOC(=O)c1ccccc1C(=O)OCc1c(F)ccc(F)c1F,,0.0,,0.0,2319.0,1.0,,0.0,halogen,halogen
O=C(OCCCl)Oc1ccc(OCc2ccccc2)cc1,,0.0,,0.0,2467.0,1.0,,0.0,ether,ether
CCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,3577.0,1.0,,0.0,,0.0,,0.0,allylic_oxid,allylic_oxid
C/C=C/COC(=O)c1ccccc1C(=O)O[Si](C)(C)C(C)(C)C,,0.0,,0.0,2077.0,1.0,,0.0,C_O,C_O
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,,0.0,,0.0,2082.2,1.0,,0.0,halogen,halogen
CSc1ccc(O[Si](C)(C)C)c(C(=O)O[Si](C)(C)C)c1,,0.0,,0.0,1893.0,1.0,,0.0,C_O,C_O
CCCc1ccccc1OC(=O)CCCC(=O)OCC(Cl)Cl,,0.0,,0.0,2325.0,1.0,,0.0,C_O,C_O
CCCCCCCCCCCCCCCCCCN(CCCC)C(=O)c1ccc(C(F)(F)F)cc1,,0.0,,0.0,2474.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CC(C)COC(=O)CCC(=O)OCCOc1c(F)c(F)c(F)c(F)c1F,,0.0,,0.0,1944.0,1.0,,0.0,halogen,halogen
CCCCCCCOC(=O)CCCC(=O)Oc1ccccc1OC(C)C,,0.0,,0.0,2575.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCOC(=O)CCC(=O)OCC1(CC)COCOC1,,0.0,,0.0,2185.0,1.0,,0.0,ether,ether
ClC1=COCCC1,935.0,1.0,,0.0,,0.0,,0.0,allylic_oxid,allylic_oxid
CCCOC(CC)OC(CC)OC(CC)OC(=O)C(F)(F)C(F)(F)F,,0.0,,0.0,1430.0,1.0,,0.0,alkyl_halide,alkyl_halide
C=C(c1ccccc1)C(C)c1ccccc1,,0.0,,0.0,1610.4,1.0,,0.0,benzene,benzene
CCC(OC(=O)CCCC(=O)Oc1cc(Cl)c(Cl)cc1Cl)C(C)C,,0.0,,0.0,2533.0,1.0,,0.0,halogen,halogen
CCCCCCCCCOC(=O)CCCC(=O)OC(C)c1ccccc1F,,0.0,,0.0,2598.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCOC(=O)CCCC(=O)OCCc1ccccc1,,0.0,,0.0,2633.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCc1ccc(Cl)cc1,,0.0,1641.0,1.0,,0.0,,0.0,aryl_methyl,aryl_methyl
CCCCCCOC(O)=NCCC(C)C,,0.0,,0.0,1589.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCC/C=C/COC(=O)CCC(=O)OCCC(C)CC,,0.0,,0.0,2550.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCOC(=O)CCCC(=O)Oc1ccccc1F,,0.0,,0.0,1787.0,1.0,,0.0,C_O,C_O
CCCCCCCCC/C=C/CCCOC(C)=O,,0.0,,0.0,1796.0,1.0,2104.0,1.0,unbrch_alkane,unbrch_alkane
CN(C(=O)/C=C/C(=O)Oc1ccc(Br)cc1)c1ccccc1,,0.0,,0.0,2805.0,1.0,,0.0,C_O,C_O
CCCCCCCCCC/C=C/CCOC(=O)CCCC(=O)OCCCC(C)C,,0.0,,0.0,2874.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2404.0,1.0,,0.0,2386.6,1.0,,0.0,C_O,C_O
CCCCCCCOC(=O)CCCC(O)=NCc1ccccc1OC,,0.0,,0.0,2817.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCC=CC(=O)O[Si](C)(C)C,,0.0,,0.0,1305.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCC(C)N=C(O)c1cc(F)ccc1C(F)(F)F,,0.0,,0.0,1718.0,1.0,,0.0,halogen,halogen
ClCCCSCCCCl,,0.0,,0.0,1255.8,1.0,,0.0,alkyl_halide,alkyl_halide
CCCCCOC(=O)C1CC=CCC1C(=O)OCC(CC)CCCC,,0.0,,0.0,2304.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCN=C(O)Cc1ccccc1,,0.0,,0.0,1694.0,1.0,,0.0,Al_OH,Al_OH
CC(C)COC(=O)N1CCCCC1,,0.0,,0.0,1378.0,1.0,,0.0,C_O,C_O
CCCCCCCCCN(C(=O)c1ccccc1Cl)C(=O)c1ccccc1Cl,,0.0,,0.0,3036.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCCCCCOC(=O)C(CC)(CC)C(=O)Oc1ccccc1OC(C)C,,0.0,,0.0,3149.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=CCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCCCCC,,0.0,,0.0,2916.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
Cc1cc(C)cc(OC(=O)N(C)C(=O)C(F)(F)F)c1,1478.0,1.0,,0.0,1493.0,1.0,,0.0,alkyl_halide,alkyl_halide
C#CCCCCCCCCCCC,1297.6666666666667,1.0,1524.375,1.0,,0.0,,0.0,unbrch_alkane,unbrch_alkane
COC(=O)CCc1ccc(OCc2ccccc2)cc1,2178.0,1.0,,0.0,,0.0,,0.0,benzene,benzene
CC(C)CCCOC(=O)CCCC(=O)OC/C=C/c1ccccc1,,0.0,,0.0,2575.0,1.0,,0.0,C_O,C_O
COc1cc(Cl)ccc1COC=O,,0.0,,0.0,1513.0,1.0,,0.0,ether,ether
CCCCCCCCCOC(=O)CCCC(=O)OC(C)C(C)CCOC,,0.0,,0.0,2508.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
C=CCC(N=C(O)OCCCCCCCCCC)C(=O)OCCCC,,0.0,,0.0,2357.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
CCCCCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCc1cc(F)c(F)cc1F,,0.0,,0.0,2593.0,1.0,,0.0,unbrch_alkane,unbrch_alkane
